config_id,algorithm,n,epsilon,interval,step,trials,observed,rmse,prior_rmse,cumulative_rmse
enkf_n500_e0_m1,enkf,500,0,1,55,8,1,5.1689920575673165,6.5331656941784333,4.9942381712793429
enkf_n500_e0_m1,enkf,500,0,1,56,8,1,3.3306929890611539,10.383940658165333,4.9694177869636533
enkf_n500_e0_m1,enkf,500,0,1,57,8,1,8.0025885192569248,9.9130621890827175,5.0383925293104097
enkf_n500_e0_m1,enkf,500,0,1,58,8,1,4.7742004809101095,8.1260640880565944,5.033954963216857
enkf_n500_e0_m1,enkf,500,0,1,59,8,1,4.6301353233386777,5.4084500610976098,5.0273807957629737
enkf_n500_e0_m1,enkf,500,0,1,60,8,1,3.7994550444348985,4.3556739462833738,5.0093824651106056
enkf_n500_e0_m1,enkf,500,0,1,61,8,1,2.7565397650398187,5.8045693126859241,4.9806729290257099
enkf_n500_e0_m1,enkf,500,0,1,62,8,1,3.1512565301922164,7.0958225315965553,4.9565266358558073
enkf_n500_e0_m1,enkf,500,0,1,63,8,1,4.7705649858453425,7.2929082802269862,4.9536293899619226
enkf_n500_e0_m1,enkf,500,0,1,64,8,1,2.3225202482654952,4.4290172226273077,4.9233437581341732
enkf_n500_e0_m1,enkf,500,0,1,65,8,1,8.8281889582524613,10.966111588084532,5.0065388028229476
enkf_n500_e0_m1,enkf,500,0,1,66,8,1,1.9399003781638855,8.7636409460491027,4.9742004298062206
enkf_n500_e0_m1,enkf,500,0,1,67,8,1,8.6807573987008766,11.311413960447608,5.0495629535478441
enkf_n500_e0_m1,enkf,500,0,1,68,8,1,8.7735265126544277,8.5554900606736215,5.1239726817298239
enkf_n500_e0_m1,enkf,500,0,1,69,8,1,3.3480183868436995,6.5808305314475657,5.1026502889914367
enkf_n500_e0_m1,enkf,500,0,1,70,8,1,3.3721262723717631,7.248030684486797,5.0820791493909301
enkf_n500_e0_m1,enkf,500,0,1,71,8,1,3.3883220912784697,6.2793221540641895,5.0621597019919102
enkf_n500_e0_m1,enkf,500,0,1,72,8,1,2.4142711960425891,7.8691658407616405,5.0349285905361345
enkf_n500_e0_m1,enkf,500,0,1,73,8,1,6.6502482890634838,6.7151191190450685,5.0605406446180208
enkf_n500_e0_m1,enkf,500,0,1,74,8,1,2.7391599932901696,6.8991647662465683,5.036307669133107
enkf_n500_e0_m1,enkf,500,0,1,75,8,1,8.1707175294724497,9.3863545611667867,5.0908098247344116
enkf_n500_e0_m1,enkf,500,0,1,76,8,1,4.9080978419114469,6.0277938523625263,5.0884483143022186
enkf_n500_e0_m1,enkf,500,0,1,77,8,1,2.1180687046532203,4.6810285078745109,5.0610577019812384
enkf_n500_e0_m1,enkf,500,0,1,78,8,1,11.44430012548874,12.693061835842213,5.1927877686472819
enkf_n500_e0_m1,enkf,500,0,1,79,8,1,4.6042885840991525,6.220755159052346,5.1857557687566844
enkf_n500_e0_m1,enkf,500,0,1,80,8,1,3.0331217824558614,7.916025944592378,5.1643886331170323
enkf_n500_e0_m1,enkf,500,0,1,81,8,1,6.8505902900723701,8.5657869020351498,5.1885479112709758
enkf_n500_e0_m1,enkf,500,0,1,82,8,1,2.8770543807172002,6.0646479665963993,5.1665915848037347
enkf_n500_e0_m1,enkf,500,0,1,83,8,1,4.4333131905350367,5.630100099317171,5.1583773148862937
enkf_n500_e0_m1,enkf,500,0,1,84,8,1,3.0100979680580267,6.0757249256961821,5.1380881440244064
enkf_n500_e0_m1,enkf,500,0,1,85,8,1,5.8050126759670535,8.4984928969852014,5.1464367494096779
enkf_n500_e0_m1,enkf,500,0,1,86,8,1,9.4820678814423793,10.443762207580587,5.2175949692614987
enkf_n500_e0_m1,enkf,500,0,1,87,8,1,3.1135399005875941,7.2638305959628058,5.1982509164397026
enkf_n500_e0_m1,enkf,500,0,1,88,8,1,4.2389817349472061,6.9597152525258084,5.1883464933689885
enkf_n500_e0_m1,enkf,500,0,1,89,8,1,5.4063617226362268,4.9532633536900823,5.1908469666536652
enkf_n500_e0_m1,enkf,500,0,1,90,8,1,4.0839434991644454,7.2324781136037224,5.1798477059151828
enkf_n500_e0_m1,enkf,500,0,1,91,8,1,3.8767427160339616,5.8878622485654493,5.1673139420286915
enkf_n500_e0_m1,enkf,500,0,1,92,8,1,3.8800786618209191,7.6102086651674421,5.1550504442255995
enkf_n500_e0_m1,enkf,500,0,1,93,8,1,1.9098402824122804,8.2102606869493417,5.1310834730567665
enkf_n500_e0_m1,enkf,500,0,1,94,8,1,3.7899066408227027,5.2993254371042964,5.1186652908756782
enkf_n500_e0_m1,enkf,500,0,1,95,8,1,3.3492026207597734,4.5832945868556472,5.1032354938456255
enkf_n500_e0_m1,enkf,500,0,1,96,8,1,3.9868375424269065,7.480972226077359,5.0928678291578917
enkf_n500_e0_m1,enkf,500,0,1,97,8,1,3.08090061156248,8.163038795756524,5.0761957203990624
enkf_n500_e0_m1,enkf,500,0,1,98,8,1,5.4363188106183253,7.1616587626897266,5.0799993696920955
enkf_n500_e0_m1,enkf,500,0,1,99,8,1,8.3504089704411832,8.9154396491328924,5.1234812013012965
enkf_n500_e0_m1,enkf,500,0,1,100,8,1,5.1500301810287956,10.641379231314522,5.1237473720453837
etpf_n500_e1_m1,etpf,500,1,1,1,8,1,3.1160097063938172,8.1336209917343449,3.1160097063938172
etpf_n500_e1_m1,etpf,500,1,1,2,8,1,9.2436279082092536,10.409711123220761,6.8976145657671193
etpf_n500_e1_m1,etpf,500,1,1,3,8,1,1.4767631592013217,7.6654652046291174,5.6960513464486882
etpf_n500_e1_m1,etpf,500,1,1,4,8,1,3.6151308728765921,3.8826634930140451,5.2536695283431465
etpf_n500_e1_m1,etpf,500,1,1,5,8,1,5.0994850472697868,6.8724706610611799,5.2231967567667468
etpf_n500_e1_m1,etpf,500,1,1,6,8,1,2.8506050402926308,6.3006003280363112,4.9080693912378468
etpf_n500_e1_m1,etpf,500,1,1,7,8,1,1.5866625237254666,5.6366743176891276,4.5833918952706689
etpf_n500_e1_m1,etpf,500,1,1,8,8,1,1.6247205797125968,8.5922706140573482,4.3256803774315609
etpf_n500_e1_m1,etpf,500,1,1,9,8,1,4.1415027480857125,4.616445436327937,4.3056052721226488
etpf_n500_e1_m1,etpf,500,1,1,10,8,1,14.350415741841131,12.442273379408963,6.1055594567382174
etpf_n500_e1_m1,etpf,500,1,1,11,8,1,4.4478325929734055,8.1009872548902457,5.9738960758283524
etpf_n500_e1_m1,etpf,500,1,1,12,8,1,2.2585458253059767,4.9131881661595846,5.7566107419917554
etpf_n500_e1_m1,etpf,500,1,1,13,8,1,4.3246184051757846,3.6246475790232724,5.6593362696464373
etpf_n500_e1_m1,etpf,500,1,1,14,8,1,0.72031284152079167,6.1616817746576782,5.4568697316699746
etpf_n500_e1_m1,etpf,500,1,1,15,8,1,8.6596026505761579,9.3618178902351517,5.7263874582130097
etpf_n500_e1_m1,etpf,500,1,1,16,8,1,4.969113920603986,7.2805148896261231,5.682015448872594
etpf_n500_e1_m1,etpf,500,1,1,17,8,1,1.9281312148308398,8.33864417594895,5.5321652125452774
etpf_n500_e1_m1,etpf,500,1,1,18,8,1,7.9400498274242537,8.0930623698548967,5.6927189082156815
etpf_n500_e1_m1,etpf,500,1,1,19,8,1,3.0327937893504426,5.779949594091315,5.5843989093297219
etpf_n500_e1_m1,etpf,500,1,1,20,8,1,3.7884119730930115,4.7055510132085274,5.5085242019519676
etpf_n500_e1_m1,etpf,500,1,1,21,8,1,4.323169925452075,8.1858526170407853,5.4579194355940661
etpf_n500_e1_m1,etpf,500,1,1,22,8,1,3.0429710245613513,6.7108185032141714,5.3717537703776559
etpf_n500_e1_m1,etpf,500,1,1,23,8,1,3.1959620397762674,10.069918660443344,5.2957752722669964
etpf_n500_e1_m1,etpf,500,1,1,24,8,1,2.0833087536512016,5.8796346549508094,5.2016848122074633
etpf_n500_e1_m1,etpf,500,1,1,25,8,1,3.281861602149069,10.339447623164018,5.1386815928946428
etpf_n500_e1_m1,etpf,500,1,1,26,8,1,5.041360598752326,7.061392346651207,5.1349725844354959
etpf_n500_e1_m1,etpf,500,1,1,27,8,1,4.1899230577433979,6.3308588816272637,5.1030926888081627
etpf_n500_e1_m1,etpf,500,1,1,28,8,1,4.6112422852230637,9.1026385300925057,5.0863456575927275
etpf_n500_e1_m1,etpf,500,1,1,29,8,1,3.1400738622840429,5.0164377318376534,5.0317803938256107
etpf_n500_e1_m1,etpf,500,1,1,30,8,1,2.2082926410244763,6.3118079321772811,4.9636080976353929
etpf_n500_e1_m1,etpf,500,1,1,31,8,1,7.2237151228855447,7.6078780693789883,5.0523205163055929
etpf_n500_e1_m1,etpf,500,1,1,32,8,1,4.8001230109353648,8.3440085762250398,5.0446301942760936
etpf_n500_e1_m1,etpf,500,1,1,33,8,1,4.0334129442677975,9.5700721431253939,5.0169827389095882
etpf_n500_e1_m1,etpf,500,1,1,34,8,1,4.5355191262967924,6.3524736799151853,5.0034833608199074
etpf_n500_e1_m1,etpf,500,1,1,35,8,1,1.6595502160119933,6.1133263025300959,4.9394587966916905
etpf_n500_e1_m1,etpf,500,1,1,36,8,1,3.5684664649513502,7.2682884915303152,4.9065512188043172
etpf_n500_e1_m1,etpf,500,1,1,37,8,1,2.1485893823985109,3.8494824838550366,4.8526650560038753
etpf_n500_e1_m1,etpf,500,1,1,38,8,1,1.8067698938185903,7.882255108746957,4.7973503345799058
etpf_n500_e1_m1,etpf,500,1,1,39,8,1,7.4307890945862258,7.7473721434460545,4.8826492793243865
etpf_n500_e1_m1,etpf,500,1,1,40,8,1,2.183314748264142,6.9470151325676124,4.8335731056346374
etpf_n500_e1_m1,etpf,500,1,1,41,8,1,1.2203693513198304,7.3116821756237629,4.7780658911173477
etpf_n500_e1_m1,etpf,500,1,1,42,8,1,1.5092768635743514,4.6846203201266778,4.7265823168269732
etpf_n500_e1_m1,etpf,500,1,1,43,8,1,2.6051031959385145,2.5091434027689137,4.6881615858498202
etpf_n500_e1_m1,etpf,500,1,1,44,8,1,5.8546152356095291,7.6007028427749139,4.7178757231591115
etpf_n500_e1_m1,etpf,500,1,1,45,8,1,2.7254500393460104,4.5954758850539026,4.682818564451285
etpf_n500_e1_m1,etpf,500,1,1,46,8,1,1.8431686249838102,7.3702910810628888,4.6396045732479614
etpf_n500_e1_m1,etpf,500,1,1,47,8,1,3.0446307147070786,5.367445218714141,4.6114164150939292
etpf_n500_e1_m1,etpf,500,1,1,48,8,1,1.7299764261612913,4.1933432944996571,4.5699548731469255
etpf_n500_e1_m1,etpf,500,1,1,49,8,1,1.0144179689251012,6.1580129809387723,4.5254032312397561
etpf_n500_e1_m1,etpf,500,1,1,50,8,1,2.7699696965481104,4.5629556514970213,4.497014961016343
etpf_n500_e1_m1,etpf,500,1,1,51,8,1,3.1948450420355052,8.5342394908793988,4.4751256151125487
etpf_n500_e1_m1,etpf,500,1,1,52,8,1,6.9982334233629482,6.6992707409950745,4.5368988982452247
etpf_n500_e1_m1,etpf,500,1,1,53,8,1,2.2232098765536401,5.7156881517458134,4.5042582494621604
etpf_n500_e1_m1,etpf,500,1,1,54,8,1,3.7332048537131555,10.426953976716183,4.4911826465777231
etpf_n500_e1_m1,etpf,500,1,1,55,8,1,4.001797382011981,6.1663607486477083,4.4827616220207291
etpf_n500_e1_m1,etpf,500,1,1,56,8,1,2.2448398722975615,10.288720894464113,4.4526730592112997
etpf_n500_e1_m1,etpf,500,1,1,57,8,1,6.4246169722076605,9.279832017427097,4.4947305523601768
etpf_n500_e1_m1,etpf,500,1,1,58,8,1,4.5555730844738154,6.3493957521273767,4.4957865373998702
etpf_n500_e1_m1,etpf,500,1,1,59,8,1,3.4393844568373133,6.9734108624894713,4.4799571873978801
etpf_n500_e1_m1,etpf,500,1,1,60,8,1,3.544445327057538,4.2745452636734171,4.4659714514885733
etpf_n500_e1_m1,etpf,500,1,1,61,8,1,3.0584672480445039,6.1220134430887398,4.4464911239512608
etpf_n500_e1_m1,etpf,500,1,1,62,8,1,3.9817881853476398,7.6600768974196027,4.4393818942596637
etpf_n500_e1_m1,etpf,500,1,1,63,8,1,3.236916537854289,7.8240289011243984,4.4228493079706324
etpf_n500_e1_m1,etpf,500,1,1,64,8,1,2.4085950378268541,2.674794457206993,4.398476082193608
etpf_n500_e1_m1,etpf,500,1,1,65,8,1,9.4031837539480652,11.838903035424861,4.517660631567189
etpf_n500_e1_m1,etpf,500,1,1,66,8,1,0.98939061825247454,8.8566223027579234,4.4849591002261171
etpf_n500_e1_m1,etpf,500,1,1,67,8,1,9.4266562322572209,10.676531133523637,4.5979269896552681
etpf_n500_e1_m1,etpf,500,1,1,68,8,1,9.1720535455771088,8.9332845599657116,4.6975729819180492
etpf_n500_e1_m1,etpf,500,1,1,69,8,1,2.4713182851519551,6.618992923617359,4.6728889128812758
etpf_n500_e1_m1,etpf,500,1,1,70,8,1,3.5351749226298943,7.9315602471046818,4.6585925624292441
etpf_n500_e1_m1,etpf,500,1,1,71,8,1,3.1701133908099952,4.3262421907816364,4.6409438472117701
etpf_n500_e1_m1,etpf,500,1,1,72,8,1,1.8292788092830352,9.0685373660420296,4.6136419186641477
etpf_n500_e1_m1,etpf,500,1,1,73,8,1,4.9597468507941747,5.2797411525384597,4.6185582982807656
etpf_n500_e1_m1,etpf,500,1,1,74,8,1,1.8545792386869149,5.4374687076524415,4.5923090218198208
etpf_n500_e1_m1,etpf,500,1,1,75,8,1,9.8149871431521554,9.4189965201527759,4.7002728032316501
etpf_n500_e1_m1,etpf,500,1,1,76,8,1,4.9721091726004945,7.1223701161131903,4.7039515883823277
etpf_n500_e1_m1,etpf,500,1,1,77,8,1,2.0194651320874377,4.5145131399230083,4.6789698623498346
etpf_n500_e1_m1,etpf,500,1,1,78,8,1,10.818069375874439,13.090503200635986,4.8075435727789788
etpf_n500_e1_m1,etpf,500,1,1,79,8,1,3.0593722280422546,6.0042500092924662,4.7894039484790847
etpf_n500_e1_m1,etpf,500,1,1,80,8,1,1.5897342493823849,9.0464326078913793,4.7626936697347491
etpf_n500_e1_m1,etpf,500,1,1,81,8,1,4.3105823587921934,6.5659665967178569,4.7573740028084934
etpf_n500_e1_m1,etpf,500,1,1,82,8,1,2.0279016772552763,4.2537162244009599,4.7335769809339299
etpf_n500_e1_m1,etpf,500,1,1,83,8,1,4.6761413592706669,5.0527705555929332,4.7328891337351475
etpf_n500_e1_m1,etpf,500,1,1,84,8,1,2.001417617776819,5.4579274745324389,4.7096981443507691
etpf_n500_e1_m1,etpf,500,1,1,85,8,1,4.9163276357886607,8.4902430359504439,4.7121817511363533
etpf_n500_e1_m1,etpf,500,1,1,86,8,1,9.2153893269800697,9.3309311229232659,4.7889398171129063
etpf_n500_e1_m1,etpf,500,1,1,87,8,1,2.1626052775317053,6.118845575527823,4.7669794465007067
etpf_n500_e1_m1,etpf,500,1,1,88,8,1,5.2333906074874168,5.9814295880427526,4.772535623019194
etpf_n500_e1_m1,etpf,500,1,1,89,8,1,6.5983265176722732,6.9298345448351402,4.796911910260004
etpf_n500_e1_m1,etpf,500,1,1,90,8,1,3.702145081451472,8.6033880620533463,4.7861237657080729
etpf_n500_e1_m1,etpf,500,1,1,91,8,1,4.5100725787511644,5.6323731810829516,4.7831768119708817
etpf_n500_e1_m1,etpf,500,1,1,92,8,1,2.1059018328297046,7.2626119921450494,4.7621741475378077
etpf_n500_e1_m1,etpf,500,1,1,93,8,1,2.1776211659690397,8.8113992363181914,4.7418814311947628
etpf_n500_e1_m1,etpf,500,1,1,94,8,1,5.8534531751480836,7.0198207414674778,4.7550743201477115
etpf_n500_e1_m1,etpf,500,1,1,95,8,1,2.3276851834068659,6.0052707822090117,4.7360064306778709
etpf_n500_e1_m1,etpf,500,1,1,96,8,1,1.9638443021563794,7.4481973978844183,4.7155368100083708
etpf_n500_e1_m1,etpf,500,1,1,97,8,1,2.1959105286133869,6.0305002009813604,4.6964623822638565
etpf_n500_e1_m1,etpf,500,1,1,98,8,1,3.813843614843428,5.7331629715995742,4.6882952573799308
etpf_n500_e1_m1,etpf,500,1,1,99,8,1,6.4935017717368035,6.4571593434533927,4.7099900088421789
etpf_n500_e1_m1,etpf,500,1,1,100,8,1,4.810452774671103,8.7749725419228159,4.7110052412975119
