config_id,algorithm,n,epsilon,interval,step,trials,observed,rmse,prior_rmse,cumulative_rmse
bpf_n500_e0_m1,bpf,500,0,1,33,8,1,3.4121818347221611,9.6054625317901792,4.8722486414590849
bpf_n500_e0_m1,bpf,500,0,1,34,8,1,4.2851025866950936,6.5186389663393696,4.855993050972284
bpf_n500_e0_m1,bpf,500,0,1,35,8,1,1.6671913871921382,6.0418555234446263,4.794408220591464
bpf_n500_e0_m1,bpf,500,0,1,36,8,1,3.5816442403258146,7.1890536700194021,4.7648902049927315
bpf_n500_e0_m1,bpf,500,0,1,37,8,1,2.1726393098028978,3.8800971742973194,4.7136110950052252
bpf_n500_e0_m1,bpf,500,0,1,38,8,1,1.9482220756218613,7.8849884622257491,4.6619014722065071
bpf_n500_e0_m1,bpf,500,0,1,39,8,1,8.2148766909226723,7.815346281967714,4.7860656767820835
bpf_n500_e0_m1,bpf,500,0,1,40,8,1,2.2938420305751364,7.3516351631243033,4.7397580979877629
bpf_n500_e0_m1,bpf,500,0,1,41,8,1,1.1537342108679227,7.6723602190210798,4.6850654672442564
bpf_n500_e0_m1,bpf,500,0,1,42,8,1,1.4994471487524188,4.3024516948664289,4.6347335606340847
bpf_n500_e0_m1,bpf,500,0,1,43,8,1,2.618837664711406,2.482245871841803,4.5979015137417756
bpf_n500_e0_m1,bpf,500,0,1,44,8,1,6.2265017537077272,7.7278694132257248,4.641265874252138
bpf_n500_e0_m1,bpf,500,0,1,45,8,1,2.7883018269624436,4.2621906021717342,4.6081907256057075
bpf_n500_e0_m1,bpf,500,0,1,46,8,1,1.9404407792339713,7.4841638475041572,4.5667972074858953
bpf_n500_e0_m1,bpf,500,0,1,47,8,1,3.448843950970677,5.4680660306875568,4.5458744784647616
bpf_n500_e0_m1,bpf,500,0,1,48,8,1,1.7132736898973049,4.5510212400056727,4.5050645600083756
bpf_n500_e0_m1,bpf,500,0,1,49,8,1,1.4359424811611705,6.2300023165684921,4.4635737761960064
bpf_n500_e0_m1,bpf,500,0,1,50,8,1,2.6180166670948002,4.6354747133301588,4.4341968003030168
bpf_n500_e0_m1,bpf,500,0,1,51,8,1,2.9289899080361748,8.3427691569358249,4.409624156035882
bpf_n500_e0_m1,bpf,500,0,1,52,8,1,6.8040034695790466,6.6398115540223506,4.4677875015886626
bpf_n500_e0_m1,bpf,500,0,1,53,8,1,2.1266678509551973,5.5339606707936611,4.4350687055889022
bpf_n500_e0_m1,bpf,500,0,1,54,8,1,4.4309871173481499,9.9722380776868,4.4349931547583576
bpf_n500_e0_m1,bpf,500,0,1,55,8,1,4.1819102118215552,6.2869254269761443,4.4305206841314755
bpf_n500_e0_m1,bpf,500,0,1,56,8,1,2.1994006189883728,10.237342060796722,4.4006099564460381
bpf_n500_e0_m1,bpf,500,0,1,57,8,1,6.1475851827216719,9.1963423062939018,4.4371901393175666
bpf_n500_e0_m1,bpf,500,0,1,58,8,1,4.5138648143030116,6.1755014045162184,4.4385233380729421
bpf_n500_e0_m1,bpf,500,0,1,59,8,1,3.3342980448700725,7.0843833359432633,4.422105354025347
bpf_n500_e0_m1,bpf,500,0,1,60,8,1,3.4478356924489661,4.3643533128062053,4.4076325862568666
bpf_n500_e0_m1,bpf,500,0,1,61,8,1,3.1923501899192024,6.0187867208672357,4.3904228868745081
bpf_n500_e0_m1,bpf,500,0,1,62,8,1,3.8992417866999034,7.7496454215442787,4.3829373844125454
bpf_n500_e0_m1,bpf,500,0,1,63,8,1,3.5321868555502425,7.8433887416409744,4.3707269947657217
bpf_n500_e0_m1,bpf,500,0,1,64,8,1,2.4133889256545031,2.9076470685713502,4.3469268549409223
bpf_n500_e0_m1,bpf,500,0,1,65,8,1,9.1666799753807506,11.669593594482102,4.4606958736748128
bpf_n500_e0_m1,bpf,500,0,1,66,8,1,1.0129364161382075,8.6682620839628335,4.4285293051185786
bpf_n500_e0_m1,bpf,500,0,1,67,8,1,9.5749575681676315,10.613004360630939,4.5483527470017613
bpf_n500_e0_m1,bpf,500,0,1,68,8,1,9.5649499661386272,9.0151945185483893,4.6614053982462522
bpf_n500_e0_m1,bpf,500,0,1,69,8,1,2.4385185631829684,6.6927410495416151,4.6368061101027394
bpf_n500_e0_m1,bpf,500,0,1,70,8,1,4.1289959560762011,7.8263676173842587,4.6299438439831677
bpf_n500_e0_m1,bpf,500,0,1,71,8,1,3.5495332532448938,4.4497056253220597,4.616482695925769
bpf_n500_e0_m1,bpf,500,0,1,72,8,1,1.7979929193637856,8.9132391901410184,4.589206183996386
bpf_n500_e0_m1,bpf,500,0,1,73,8,1,4.6047881520270266,4.9888229154565318,4.5894199930042436
bpf_n500_e0_m1,bpf,500,0,1,74,8,1,1.8424009363808453,5.292477965830404,4.5633337148375883
bpf_n500_e0_m1,bpf,500,0,1,75,8,1,9.6574373171168659,9.306119550628706,4.6679662601095346
bpf_n500_e0_m1,bpf,500,0,1,76,8,1,5.0552256481896034,7.0743610776239425,4.6732701299492811
bpf_n500_e0_m1,bpf,500,0,1,77,8,1,1.9245295747162261,4.58778753135317,4.6480023580198129
bpf_n500_e0_m1,bpf,500,0,1,78,8,1,10.735624542614964,13.074335744029799,4.7754123599261211
bpf_n500_e0_m1,bpf,500,0,1,79,8,1,3.3285445718264475,6.0086906884479943,4.7598467414147585
bpf_n500_e0_m1,bpf,500,0,1,80,8,1,1.6058576287938655,9.3137108699202891,4.7334103956116227
bpf_n500_e0_m1,bpf,500,0,1,81,8,1,4.5169701786580916,6.6756529778430815,4.730798665975473
bpf_n500_e0_m1,bpf,500,0,1,82,8,1,1.9825041402948032,3.915593870829138,4.7069580826426485
bpf_n500_e0_m1,bpf,500,0,1,83,8,1,4.5052609710353479,4.8173298702036167,4.7045794615600895
bpf_n500_e0_m1,bpf,500,0,1,84,8,1,1.9820646803370272,5.572322619517478,4.6814899146202835
bpf_n500_e0_m1,bpf,500,0,1,85,8,1,4.8428000038962136,8.1790767481243538,4.6834199781730863
bpf_n500_e0_m1,bpf,500,0,1,86,8,1,8.3690834407641557,9.3216374055714777,4.7427637493371551
bpf_n500_e0_m1,bpf,500,0,1,87,8,1,2.1449802997764511,5.4658767808913264,4.7210319675256462
bpf_n500_e0_m1,bpf,500,0,1,88,8,1,4.5901158261526396,6.142268189980391,4.7195646831208435
bpf_n500_e0_m1,bpf,500,0,1,89,8,1,6.4500309048085702,6.592107936455835,4.7425168600165879
bpf_n500_e0_m1,bpf,500,0,1,90,8,1,3.7107950400626848,8.3779197726905821,4.7322891908680074
bpf_n500_e0_m1,bpf,500,0,1,91,8,1,4.5925705357650912,5.5424984956128096,4.730776244724983
bpf_n500_e0_m1,bpf,500,0,1,92,8,1,2.1352932167582721,7.2518668543305358,4.710259004680597
bpf_n500_e0_m1,bpf,500,0,1,93,8,1,2.3310434496472476,8.7272014250957604,4.6910982201734059
bpf_n500_e0_m1,bpf,500,0,1,94,8,1,6.3916667194009422,7.4101234305213719,4.7124200281087321
bpf_n500_e0_m1,bpf,500,0,1,95,8,1,2.4411868193419735,6.3699953764417687,4.6942386077213252
bpf_n500_e0_m1,bpf,500,0,1,96,8,1,1.9928103453470776,7.1119153785418714,4.6741526896633445
bpf_n500_e0_m1,bpf,500,0,1,97,8,1,2.1150085832371048,5.7647576565156076,4.6549527824581318
bpf_n500_e0_m1,bpf,500,0,1,98,8,1,3.0109198124288779,5.5859260462603597,4.6411188202797753
bpf_n500_e0_m1,bpf,500,0,1,99,8,1,5.5860591577952263,6.1677076453283952,4.6516234588636269
bpf_n500_e0_m1,bpf,500,0,1,100,8,1,4.2535104153243442,8.592042398192131,4.6478111303658451
ekf_n0_e0_m1,ekf,0,0,1,1,8,1,4.6700702671524983,7.9876573854153357,4.6700702671524983
ekf_n0_e0_m1,ekf,0,0,1,2,8,1,13.444162668654913,13.78737998467559,10.063673935531602
ekf_n0_e0_m1,ekf,0,0,1,3,8,1,18.809615960749039,10.024287160482368,13.618085018977048
ekf_n0_e0_m1,ekf,0,0,1,4,8,1,22.493758694346919,11.559383571811672,16.296670664216734
ekf_n0_e0_m1,ekf,0,0,1,5,8,1,13.166226239244173,13.752979097529291,15.720530603861503
ekf_n0_e0_m1,ekf,0,0,1,6,8,1,6.8218424724847004,12.001856536190846,14.618555258381537
ekf_n0_e0_m1,ekf,0,0,1,7,8,1,3.8898022958554708,6.5581817929211033,13.613771960539337
ekf_n0_e0_m1,ekf,0,0,1,8,8,1,21.673438799563709,9.9409755353338554,14.862206508260318
ekf_n0_e0_m1,ekf,0,0,1,9,8,1,18.584849400011819,13.08458385255976,15.320567459662128
ekf_n0_e0_m1,ekf,0,0,1,10,8,1,34.66046991613517,19.710459957147659,18.203917876055787
ekf_n0_e0_m1,ekf,0,0,1,11,8,1,20.712302283780488,20.221737340614066,18.446053350431292
ekf_n0_e0_m1,ekf,0,0,1,12,8,1,25.803372428172487,15.373881956587645,19.167332789026542
ekf_n0_e0_m1,ekf,0,0,1,13,8,1,17.286258045446552,18.059890318340916,19.029237569425533
ekf_n0_e0_m1,ekf,0,0,1,14,8,1,10.606660896669565,15.794890998062435,18.554852518053849
ekf_n0_e0_m1,ekf,0,0,1,15,8,1,11.143687717385717,11.867193826615447,18.155141610531569
ekf_n0_e0_m1,ekf,0,0,1,16,8,1,17.132315518164834,8.7131907682663083,18.092909071116047
ekf_n0_e0_m1,ekf,0,0,1,17,8,1,16.576426272026456,13.046116385545762,18.007239796394806
ekf_n0_e0_m1,ekf,0,0,1,18,8,1,17.017508045947555,16.078592967202084,17.953686137356296
ekf_n0_e0_m1,ekf,0,0,1,19,8,1,16.27617738635724,11.559330271454922,17.869322693329924
ekf_n0_e0_m1,ekf,0,0,1,20,8,1,15.15841716193855,12.4933561154948,17.743616863120259
ekf_n0_e0_m1,ekf,0,0,1,21,8,1,21.947199294151993,16.017592281857638,17.96610346042068
ekf_n0_e0_m1,ekf,0,0,1,22,8,1,17.783587454951292,14.952751123351872,17.957847521511997
ekf_n0_e0_m1,ekf,0,0,1,23,8,1,10.507525421463182,11.596914618247368,17.699253752153723
ekf_n0_e0_m1,ekf,0,0,1,24,8,1,12.428742943469858,8.6690863040255142,17.511348783201978
ekf_n0_e0_m1,ekf,0,0,1,25,8,1,20.827850996151028,11.562358146624721,17.655973998717439
ekf_n0_e0_m1,ekf,0,0,1,26,8,1,16.828513282024939,14.162401822090064,17.62486694479831
ekf_n0_e0_m1,ekf,0,0,1,27,8,1,8.3038562352113026,13.616582122656919,17.369074618458885
ekf_n0_e0_m1,ekf,0,0,1,28,8,1,8.3647207203319578,13.30940425972617,17.129190714008139
ekf_n0_e0_m1,ekf,0,0,1,29,8,1,25.930557574789749,12.387592219902725,17.506501947416112
ekf_n0_e0_m1,ekf,0,0,1,30,8,1,23.57803220790413,16.644693169114579,17.742392083565097
ekf_n0_e0_m1,ekf,0,0,1,31,8,1,18.939534823562763,17.745296020181037,17.782267612519945
ekf_n0_e0_m1,ekf,0,0,1,32,8,1,13.361612991894505,14.698071460264162,17.660879248432387
ekf_n0_e0_m1,ekf,0,0,1,33,8,1,18.259120939830517,14.969001041940018,17.679305213948354
ekf_n0_e0_m1,ekf,0,0,1,34,8,1,20.2736318060089,15.700483345207925,17.761018643438753
ekf_n0_e0_m1,ekf,0,0,1,35,8,1,13.543694951832954,14.056420972741373,17.65450998918325
ekf_n0_e0_m1,ekf,0,0,1,36,8,1,12.182723078896114,10.849543783252674,17.525599565867655
ekf_n0_e0_m1,ekf,0,0,1,37,8,1,9.3542673599269115,8.5118805519714176,17.355411464668517
ekf_n0_e0_m1,ekf,0,0,1,38,8,1,23.938128115838822,12.324049910978086,17.560283642269479
ekf_n0_e0_m1,ekf,0,0,1,39,8,1,11.100913784089649,14.101884588509476,17.424596252193414
ekf_n0_e0_m1,ekf,0,0,1,40,8,1,5.9137736820062479,11.17512621141109,17.230799710611336
ekf_n0_e0_m1,ekf,0,0,1,41,8,1,2.3682326932971867,5.8477654890211479,17.023389127457055
ekf_n0_e0_m1,ekf,0,0,1,42,8,1,16.902957649041195,7.8557409738660411,17.020531614202657
ekf_n0_e0_m1,ekf,0,0,1,43,8,1,14.323802381584301,9.3256161968987623,16.962686933884324
ekf_n0_e0_m1,ekf,0,0,1,44,8,1,35.841899551057018,9.2684263611118602,17.617882139874101
ekf_n0_e0_m1,ekf,0,0,1,45,8,1,13.769287428499728,19.290710811072135,17.54153369985799
ekf_n0_e0_m1,ekf,0,0,1,46,8,1,22.139206450243556,14.037093007841694,17.654219637669161
ekf_n0_e0_m1,ekf,0,0,1,47,8,1,13.444245291764496,14.497160348263511,17.575148919291628
ekf_n0_e0_m1,ekf,0,0,1,48,8,1,10.549080272857067,12.84112133294196,17.457638307224119
ekf_n0_e0_m1,ekf,0,0,1,49,8,1,10.711351403096636,10.43228377430292,17.346205573225784
ekf_n0_e0_m1,ekf,0,0,1,50,8,1,22.618769717746925,12.543655715128814,17.467260967413477
ekf_n0_e0_m1,ekf,0,0,1,51,8,1,26.029343325655429,16.132814323537936,17.675055536508228
ekf_n0_e0_m1,ekf,0,0,1,52,8,1,14.492887349761279,16.137404430598416,17.619280732112777
ekf_n0_e0_m1,ekf,0,0,1,53,8,1,7.111266147362107,11.689084094465098,17.479584257988673
ekf_n0_e0_m1,ekf,0,0,1,54,8,1,17.396530825493908,12.96141082214597,17.478049818041615
ekf_n0_e0_m1,ekf,0,0,1,55,8,1,12.182173139647018,9.984023126340368,17.396157107648463
ekf_n0_e0_m1,ekf,0,0,1,56,8,1,8.9368368543453709,7.9715765694815444,17.281447819446711
ekf_n0_e0_m1,ekf,0,0,1,57,8,1,11.574872133069036,11.958082722763303,17.197659078831318
ekf_n0_e0_m1,ekf,0,0,1,58,8,1,18.637508344143086,11.471946664161717,17.223503864459726
ekf_n0_e0_m1,ekf,0,0,1,59,8,1,24.889722222513615,13.491095018582792,17.381631266563218
ekf_n0_e0_m1,ekf,0,0,1,60,8,1,16.208510846754248,16.285586131580594,17.362728783032477
ekf_n0_e0_m1,ekf,0,0,1,61,8,1,8.9574917409383943,13.217398704436729,17.257974020998805
ekf_n0_e0_m1,ekf,0,0,1,62,8,1,22.745601809196192,11.512579458938641,17.360253132696336
ekf_n0_e0_m1,ekf,0,0,1,63,8,1,15.023125384088178,15.212837380280348,17.325618431366443
ekf_n0_e0_m1,ekf,0,0,1,64,8,1,14.651139500425678,9.3432918136824981,17.287012055888198
ekf_n0_e0_m1,ekf,0,0,1,65,8,1,18.13676423984581,17.505896750671475,17.300401289075918
ekf_n0_e0_m1,ekf,0,0,1,66,8,1,16.580652467968573,14.372305703667848,17.289719552671663
ekf_n0_e0_m1,ekf,0,0,1,67,8,1,31.759648622662652,18.246120392451747,17.593395057498576
ekf_n0_e0_m1,ekf,0,0,1,68,8,1,17.754608789123655,19.25011395508616,17.595776548629441
ekf_n0_e0_m1,ekf,0,0,1,69,8,1,8.1277737008007662,13.967718095247715,17.49518884800332
ekf_n0_e0_m1,ekf,0,0,1,70,8,1,5.5577434643734929,8.363112549585674,17.382471128573943
ekf_n0_e0_m1,ekf,0,0,1,71,8,1,16.293356775602927,8.8224250254359795,17.367605692790043
ekf_n0_e0_m1,ekf,0,0,1,72,8,1,30.844724927550082,14.866142156156497,17.625499090007189
ekf_n0_e0_m1,ekf,0,0,1,73,8,1,18.790949614981887,18.787437722115481,17.641984285549718
ekf_n0_e0_m1,ekf,0,0,1,74,8,1,19.59493857495352,14.029809532172157,17.669814355913768
ekf_n0_e0_m1,ekf,0,0,1,75,8,1,11.493797993705936,12.075614000906214,17.601727379581014
ekf_n0_e0_m1,ekf,0,0,1,76,8,1,9.9145234779239981,8.5466230405691892,17.522488663697963
ekf_n0_e0_m1,ekf,0,0,1,77,8,1,9.1197947865934719,8.5016747620420485,17.43933043313816
ekf_n0_e0_m1,ekf,0,0,1,78,8,1,22.058780711693423,17.189507354138573,17.506269479565997
ekf_n0_e0_m1,ekf,0,0,1,79,8,1,15.67037910998387,12.284291897843266,17.484235042454227
ekf_n0_e0_m1,ekf,0,0,1,80,8,1,30.117710619149818,16.388915929562419,17.697901012373549
ekf_n0_e0_m1,ekf,0,0,1,81,8,1,20.754077777572224,19.61285385414433,17.738842002895666
ekf_n0_e0_m1,ekf,0,0,1,82,8,1,13.676858644650316,15.634451742439262,17.694922871900317
ekf_n0_e0_m1,ekf,0,0,1,83,8,1,13.464362824920908,11.396762248580433,17.649988324705578
ekf_n0_e0_m1,ekf,0,0,1,84,8,1,17.569240763584766,10.557851902143431,17.649029217055094
ekf_n0_e0_m1,ekf,0,0,1,85,8,1,25.884384306129981,12.019559609549216,17.768118462566409
ekf_n0_e0_m1,ekf,0,0,1,86,8,1,15.401436816367532,17.15716397070765,17.742413092116038
ekf_n0_e0_m1,ekf,0,0,1,87,8,1,7.3376159263655021,9.825167925968282,17.657682945058365
ekf_n0_e0_m1,ekf,0,0,1,88,8,1,15.361288040657463,9.2096049016044645,17.633267531675966
ekf_n0_e0_m1,ekf,0,0,1,89,8,1,7.6655640171087862,10.66762655962283,17.552741637365816
ekf_n0_e0_m1,ekf,0,0,1,90,8,1,6.4287231094023198,9.5538507854986321,17.468103074130301
ekf_n0_e0_m1,ekf,0,0,1,91,8,1,7.2658480283837648,12.642534260229581,17.388548966101133
ekf_n0_e0_m1,ekf,0,0,1,92,8,1,20.38184318858514,11.498822643099237,17.423849325769627
ekf_n0_e0_m1,ekf,0,0,1,93,8,1,34.707041372280507,17.038232941043816,17.699677128126353
ekf_n0_e0_m1,ekf,0,0,1,94,8,1,18.667788000503936,21.765612053694969,17.710254680504821
ekf_n0_e0_m1,ekf,0,0,1,95,8,1,7.19392200422811,12.657839519246307,17.632250915669498
ekf_n0_e0_m1,ekf,0,0,1,96,8,1,6.4605259483207567,9.4652321715962984,17.552565182033721
ekf_n0_e0_m1,ekf,0,0,1,97,8,1,19.611243864614497,9.6507870685461903,17.575018926239153
ekf_n0_e0_m1,ekf,0,0,1,98,8,1,23.848001760973442,12.093923764980877,17.650291187684395
ekf_n0_e0_m1,ekf,0,0,1,99,8,1,19.311165263523119,18.217000618694783,17.667848287190814
ekf_n0_e0_m1,ekf,0,0,1,100,8,1,27.911836405849421,15.335372643050473,17.799495514864134
enkf_n500_e0_m1,enkf,500,0,1,1,8,1,4.3160014736282486,8.1336209917343449,4.3160014736282486
enkf_n500_e0_m1,enkf,500,0,1,2,8,1,9.785899818512199,10.99762571512607,7.5627939274555906
enkf_n500_e0_m1,enkf,500,0,1,3,8,1,3.1852431096571601,8.0081518657503459,6.4430189002241471
enkf_n500_e0_m1,enkf,500,0,1,4,8,1,3.0317086921113026,5.1146303636901456,5.7820570569599177
enkf_n500_e0_m1,enkf,500,0,1,5,8,1,7.275221229982141,8.5904174692251676,6.1099521959659029
enkf_n500_e0_m1,enkf,500,0,1,6,8,1,2.7080456744735928,7.1798340355003187,5.6861101314222706
enkf_n500_e0_m1,enkf,500,0,1,7,8,1,2.4115719517022001,4.7394736443570551,5.3426420676105657
enkf_n500_e0_m1,enkf,500,0,1,8,8,1,3.9724704459460529,10.340475848891892,5.1911859348578711
enkf_n500_e0_m1,enkf,500,0,1,9,8,1,4.6017489021977065,4.9860841166419698,5.1290391588917759
enkf_n500_e0_m1,enkf,500,0,1,10,8,1,14.037860523478445,12.941904301008258,6.5865386381440274
enkf_n500_e0_m1,enkf,500,0,1,11,8,1,4.0751576312609643,8.7169574434533565,6.3990895803960504
enkf_n500_e0_m1,enkf,500,0,1,12,8,1,2.5833208778090837,5.7770787104537495,6.1718809180224152
enkf_n500_e0_m1,enkf,500,0,1,13,8,1,4.3255658126983425,4.318162218474134,6.0498943944691188
enkf_n500_e0_m1,enkf,500,0,1,14,8,1,1.8623289904090978,5.4248869228212238,5.8510326174316898
enkf_n500_e0_m1,enkf,500,0,1,15,8,1,8.2352292831155616,8.5944444638491806,6.0393330702927654
enkf_n500_e0_m1,enkf,500,0,1,16,8,1,3.8443008192847277,7.0629266677784246,5.9260115581547064
enkf_n500_e0_m1,enkf,500,0,1,17,8,1,2.5277136475870252,7.1752334113195673,5.781670550782362
enkf_n500_e0_m1,enkf,500,0,1,18,8,1,8.60254858760708,8.544906896900244,5.973436505268177
enkf_n500_e0_m1,enkf,500,0,1,19,8,1,2.8926435295290558,6.0690145508756022,5.8518659771383374
enkf_n500_e0_m1,enkf,500,0,1,20,8,1,3.4676762980598541,3.9894987599351972,5.7561582317615336
enkf_n500_e0_m1,enkf,500,0,1,21,8,1,4.3628270354101772,7.650600046661709,5.6975408710476527
enkf_n500_e0_m1,enkf,500,0,1,22,8,1,5.1259007410972286,6.4414436861411586,5.6728070249456852
enkf_n500_e0_m1,enkf,500,0,1,23,8,1,5.1203323903569053,10.464606678940036,5.6499098635278227
enkf_n500_e0_m1,enkf,500,0,1,24,8,1,1.5281542206218219,7.7113239394547719,5.539740250528264
enkf_n500_e0_m1,enkf,500,0,1,25,8,1,2.6420195480235384,8.9531857110169994,5.4534744753483144
enkf_n500_e0_m1,enkf,500,0,1,26,8,1,5.2358654358102505,6.5619102637773077,5.4452657037445835
enkf_n500_e0_m1,enkf,500,0,1,27,8,1,4.4421110398886228,6.298077580518723,5.4114290358958899
enkf_n500_e0_m1,enkf,500,0,1,28,8,1,4.3358527739058479,9.9786236040543823,5.376721827077116
enkf_n500_e0_m1,enkf,500,0,1,29,8,1,4.0713196303507742,8.3437256718495707,5.3370258296816013
enkf_n500_e0_m1,enkf,500,0,1,30,8,1,2.1181222177727808,5.6694029637034395,5.2615521734667858
enkf_n500_e0_m1,enkf,500,0,1,31,8,1,6.0276595077154234,6.8218225248927746,5.2879980276835656
enkf_n500_e0_m1,enkf,500,0,1,32,8,1,4.88557471319315,7.3936733471387095,5.2758869445174099
enkf_n500_e0_m1,enkf,500,0,1,33,8,1,5.2827810439821254,10.531167762971736,5.2760959889756212
enkf_n500_e0_m1,enkf,500,0,1,34,8,1,6.6543892577991137,8.499464638993059,5.3217316111435267
enkf_n500_e0_m1,enkf,500,0,1,35,8,1,2.6669478838449168,7.3809892003829312,5.2644922170292388
enkf_n500_e0_m1,enkf,500,0,1,36,8,1,4.4123003844336921,7.0592934135628287,5.2426910374060656
enkf_n500_e0_m1,enkf,500,0,1,37,8,1,3.6105016567497681,4.6369162411056504,5.2053113662003971
enkf_n500_e0_m1,enkf,500,0,1,38,8,1,4.5067380260566052,8.3440980381467043,5.1881330815774618
enkf_n500_e0_m1,enkf,500,0,1,39,8,1,9.0848616738701278,8.9288410151008026,5.3237981833278107
enkf_n500_e0_m1,enkf,500,0,1,40,8,1,3.3503388675752372,8.523190367441666,5.2834530075107153
enkf_n500_e0_m1,enkf,500,0,1,41,8,1,3.0275259185885046,8.3487345384611569,5.2399984651149447
enkf_n500_e0_m1,enkf,500,0,1,42,8,1,2.7296692272878094,6.4047942651958083,5.1943468230950209
enkf_n500_e0_m1,enkf,500,0,1,43,8,1,2.8317421100596101,2.8182666444222244,5.1517231209882537
enkf_n500_e0_m1,enkf,500,0,1,44,8,1,6.193999031332388,7.9573022816874461,5.1777417461650197
enkf_n500_e0_m1,enkf,500,0,1,45,8,1,3.3165783626250174,5.1509529234180018,5.1437040566211767
enkf_n500_e0_m1,enkf,500,0,1,46,8,1,4.4505774427696636,7.3795648303030532,5.1296320606432557
enkf_n500_e0_m1,enkf,500,0,1,47,8,1,6.4559326281962655,8.0049628186052395,5.1614009719208767
enkf_n500_e0_m1,enkf,500,0,1,48,8,1,1.9068342103431482,7.0609310790165694,5.1147638353230818
enkf_n500_e0_m1,enkf,500,0,1,49,8,1,2.4393295726110718,6.5526246460441619,5.0742832310523225
enkf_n500_e0_m1,enkf,500,0,1,50,8,1,3.2783486636834258,5.7513886819034159,5.0446342485826978
enkf_n500_e0_m1,enkf,500,0,1,51,8,1,3.4205241173870986,8.4935030431563838,5.0178440811049967
enkf_n500_e0_m1,enkf,500,0,1,52,8,1,5.62041194035291,5.6435957265879173,5.0301126893546844
enkf_n500_e0_m1,enkf,500,0,1,53,8,1,2.1938853372904998,4.3992756328300961,4.9915379026658577
enkf_n500_e0_m1,enkf,500,0,1,54,8,1,4.9593807728952335,9.7287477217247229,4.9909442831757715
