x,kde,ekf_gaussian
-22.230441400591722,5.1618617338299977e-07,0.00046390118393917863
-22.205571174120436,5.5015524760390126e-07,0.00048464346774155029
-22.180700947649154,5.8618811682125083e-07,0.00050623317633251925
-22.155830721177871,6.2439816563558051e-07,0.00052870108426613044
-22.130960494706585,6.6490421301190866e-07,0.00055207890887049851
-22.106090268235302,7.0783072288291345e-07,0.00057639933159656716
-22.08122004176402,7.5330801991909388e-07,0.00060169601953401729
-22.056349815292737,8.0147251040990528e-07,0.00062800364708080661
-22.031479588821455,8.5246690818564455e-07,0.00065535791775216069
-22.006609362350169,9.0644046549452944e-07,0.00068379558611399236
-21.981739135878886,9.6354920873349576e-07,0.00071335447982492006
-21.956868909407603,1.0239561789146348e-06,0.00074407352177031873
-21.931998682936321,1.08783167673143e-06,0.0007759927522708851
-21.907128456465038,1.1553535120709379e-06,0.00080915335134748372
-21.882258229993752,1.226707257798826e-06,0.00084359766102312065
-21.85738800352247,1.3020865076243694e-06,0.00087936920764200425
-21.832517777051187,1.3816931378320125e-06,0.00091651272418490331
-21.807647550579905,1.4657375726444732e-06,0.00095507417255892547
-21.782777324108622,1.5544390529605003e-06,0.00099510076583913284
-21.757907097637336,1.6480259081873807e-06,0.0010366409904384052
-21.733036871166053,1.7467358308646501e-06,0.0010797446281810351
-21.708166644694771,1.8508161537514535e-06,0.0011244627782547639
-21.683296418223488,1.9605241290245376e-06,0.0011708478790147872
-21.658426191752206,2.0761272092087189e-06,0.0012189537296126067
-21.63355596528092,2.1979033294351122e-06,0.0012688355114214645
-21.608685738809637,2.3261411905956257e-06,0.0013205498092292581
-21.583815512338354,2.4611405429350663e-06,0.0013741546321689336
-21.558945285867068,2.6032124695938376e-06,0.0014297094343552804
-21.534075059395786,2.7526796695862177e-06,0.0014872751351962101
-21.509204832924503,2.9098767396705391e-06,0.0015469141393457738
-21.484334606453221,3.075150454537881e-06,0.001608690356264969
-21.459464379981938,3.2488600447170666e-06,0.001672669219355742
-21.434594153510652,3.4313774715638118e-06,0.0017389177046325506
-21.409723927039369,3.6230876986718222e-06,0.001807504348894891
-21.384853700568087,3.8243889590143678e-06,0.0018784992673635337
-21.359983474096804,4.0356930170938798e-06,0.0019519741707419772
-21.335113247625522,4.2574254253481038e-06,0.0020280023816641166
