x,kde,ekf_gaussian
-20.597549133824906,0.00068597140636277043,0.0058613354219869641
-20.565335039333775,0.00070586744394558212,0.0061200114389668115
-20.533120944842647,0.00072626173771247321,0.0063884091979058005
-20.500906850351519,0.0007471641974426572,0.006666809603476551
-20.468692755860388,0.00076858485120896648,0.0069554977109848558
-20.436478661369257,0.00079053384438460537,0.007254762598389892
-20.40426456687813,0.00081302143855743248,0.0075648972273183561
-20.372050472387002,0.00083605801034984119,0.007886198292821639
-20.339836377895871,0.00085965405014233858,0.0082189660616357931
-20.30762228340474,0.00088382016069890005,0.0085635041987156355
-20.275408188913612,0.00090856705569232769,0.0089201195818270108
-20.243194094422485,0.00093390555812768639,0.0092891221039942094
-20.210979999931354,0.00095984659866203486,0.0096708244636142752
-20.178765905440223,0.00098640121381867981,0.010065541942065393
-20.146551810949095,0.0010135805440941845,0.010473592168653421
-20.114337716457968,0.0010413958319564758,0.01089529487275763
-20.082123621966836,0.0010698584197322445,0.011330971623055268
-20.049909527475705,0.0010989797473820962,0.011780945553724631
-20.017695432984578,0.0011287713501618552,0.012245541077546728
-19.985481338493447,0.0011592448561683981,0.012725083585847022
-19.953267244002319,0.0011904119837685371,0.013219899135240888
-19.921053149511188,0.0012222845389095183,0.01373031412117171
-19.888839055020057,0.001254874412309673,0.014256654938252339
-19.856624960528929,0.0012881935765278953,0.014799247627448766
-19.824410866037802,0.0013222540829106318,0.015358417510169585
-19.792196771546671,0.00135706805841517,0.015934488809352214
-19.75998267705554,0.0013926477023079844,0.01652778425766525
-19.727768582564412,0.0014290052827370505,0.017138624692975682
-19.695554488073284,0.0014661531331771804,0.01776732864125825
-19.663340393582153,0.0015041036487471878,0.01841421188715512
-19.631126299091022,0.0015428692823981564,0.019079587032425179
-19.598912204599895,0.0015824625409719005,0.019763763042554429
-19.566698110108767,0.001622895981128936,0.020467044781830177
-19.534484015617636,0.0016641822051451473,0.021189732537215015
-19.502269921126505,0.0017063338565766902,0.021932121531389914
-19.470055826635377,0.0017493636157925986,0.022694501425369752
-19.43784173214425,0.001793284195374649,0.023477155811127821
-19.405627637653119,0.0018381083353841571,0.024280361694700305
-19.373413543161988,0.001883848798495492,0.025104388970276025
-19.341199448670856,0.0019305183649961943,0.025949499885812612
-19.308985354179729,0.0019781298276535697,0.026815948500752317
-19.276771259688601,0.0020266959864480034,0.027703980136447516
-19.24455716519747,0.0020762296431728932,0.028613830819938617
-19.212343070706339,0.0021267435959017602,0.029545726721761985
-19.180128976215212,0.0021782506333226596,0.03049988358849981
-19.147914881724084,0.0022307635289406567,0.031476506170816175
-19.115700787232953,0.0022842950351486574,0.032475787647756334
-19.083486692741822,0.0023388578771675632,0.033497909048119466
